bio,country,diocese,from,name,source_link,to
,Romania,Dromore,1598.0,Eugene MacGibbon,http://www.catholic-hierarchy.org/diocese/ddrom.html,
,Romania,Dromore,1625.0,Patrick Hanratty,http://www.catholic-hierarchy.org/diocese/ddrom.html,
,Romania,Dromore,1647.0,Olivier Darcy,http://www.catholic-hierarchy.org/diocese/ddrom.html,1664.0
,Romania,Dromore,1671.0,Roman Magin (Ghineus),http://www.catholic-hierarchy.org/diocese/ddrom.html,
,Romania,Dromore,1673.0,Daniel Mackey,http://www.catholic-hierarchy.org/diocese/ddrom.html,1674.0
,Romania,Dublin,1074.0,Gilla Patrick,http://www.catholic-hierarchy.org/diocese/ddubl.html,1084.0
,Romania,Dublin,1085.0,Donagh O’Haingly,http://www.catholic-hierarchy.org/diocese/ddubl.html,1095.0
,Romania,Dublin,1096.0,Samuel O’Haingly,http://www.catholic-hierarchy.org/diocese/ddubl.html,1121.0
,Romania,Dublin,1121.0,Gregory,http://www.catholic-hierarchy.org/diocese/ddubl.html,1161.0
,Romania,Dublin,1162.0,St. Lawrence O’Toole,http://www.catholic-hierarchy.org/diocese/ddubl.html,1180.0
,Romania,Dublin,1181.0,John Comyn,http://www.catholic-hierarchy.org/diocese/ddubl.html,1212.0
,Romania,Dublin,1279.0,John Darlington,http://www.catholic-hierarchy.org/diocese/ddubl.html,1284.0
,Romania,Dublin,1296.0,William Hotham,http://www.catholic-hierarchy.org/diocese/ddubl.html,1298.0
,Romania,Dublin,1349.0,John de Saint Paul,http://www.catholic-hierarchy.org/diocese/ddubl.html,1362.0
"There is a possibility Waldby was Bishop of Sodor and Man in 1381, although at the time John Dongan was the bishop from 1374 to 1391. He definitely became Bishop of Aire in Gascony in 1387, and translated to archbishopric of Dublin in Ireland on 14 November 1390.[1] Five years later he translated to the bishopric of Chichester in England on 25 October 1395,[2] and finally became Archbishop of York on 5 October 1396.[3]Waldby died on 29 December 1397 with  his seat being vacant on the 6 January 1398.[3][4] He was buried in the Chapel of St. Edmund in Westminster Abbey, where his monumental brass still remains.[5][6]",Romania,Dublin,1390.0,Robert Waldby,http://www.catholic-hierarchy.org/diocese/ddubl.html,1395.0
,Romania,Dublin,1449.0,Michael Tregury (Trigowre),http://www.catholic-hierarchy.org/diocese/ddubl.html,1471.0
,Romania,Dublin,1472.0,John Walton,http://www.catholic-hierarchy.org/diocese/ddubl.html,1484.0
,Romania,Dublin,1484.0,William Fitzsimon,http://www.catholic-hierarchy.org/diocese/ddubl.html,1511.0
,Romania,Dublin,1512.0,William Rockeby,http://www.catholic-hierarchy.org/diocese/ddubl.html,1521.0
"Inge was born at Shepton Mallet in Somerset. Not much seems to be known about his parents, except that they  destined him for a career in the Church from an early age.[3] He was educated at Winchester College and became a fellow of New College, Oxford in 1484 and a Doctor of Divinity in 1511. He held a number of minor benefices in England including the Church of St Mary the Virgin, Westonzoyland from 1508.[4] After travelling for a time around Europe, he became attached to the household of Adriano Castellesi, the Italian-born Bishop of Bath and Wells, and went with him to Rome in 1504. In about 1511 he came to the notice of Cardinal Wolsey, who recognised his gifts and advanced his career: he later admitted that he owed everything he achieved to Wolsey,  and  that ""without him I had no comfort in this world"".[5]In 1512, through Wolsey's influence, he was made Bishop of Meath. There  seems to have been a  later quarrel between the two men,  leading to a brief estrangement, since in 1514 Inge wrote to Wolsey imploring him not to ""cast him away"".[6] The quarrel was short-lived, and Inge followed the same career path as William Rokeby, whom he succeeded both as Archbishop of Dublin and Lord Chancellor of Ireland in 1521. He was a popular and respected figure in Ireland, and enjoyed the friendship of Gerald FitzGerald, 9th Earl of Kildare, the dominant statesman in Irish politics for many years.[7]Inge carried out extensive repairs to the episcopal palace of St. Sepulchre; his name is commemorated in Hugh Inge's door, which was restored in the eighteenth century;[8] a few fragments of the door were discovered during excavations some years ago, at present-day Kevin Street.  The door was described as having an unusual three-centred head.[9]The Archbishop was vigilant in protecting the rights and privileges of the See of Dublin, and in 1524 he complained to the Privy Council of Ireland that the city fathers of Dublin, headed by Nicholas Queytrot (or Coitrotte), who had lately held office as Lord Mayor of Dublin, had unlawfully occupied the Manor of St. Sepluchre (St. Sepulchre actually consisted of several adjoining manors, which covered most of present day Dublin city south of the River Liffey).  According to Inge, the manor was a ""liberty"" under the jurisdiction of the Archbishop (Queytrot was a prominent Dublin merchant and builder, who later served as the city auditor). The Council referred the matter to the three Chief Justices of the Courts of Common Law, who ruled that the disputed lands were indeed within the liberty of the Archbishop,  and that he and his successors were entitled to hold  it in perpetuity  without  let or hindrance by the Mayor of Dublin.[10] At the same time he was engaged in a lawsuit with the Dean and Chapter of the Diocese of Kildare as to his rights of Visitation in the Diocese if the office of Bishop of Kildare happened to be vacant: the outcome of this lawsuit is unknown[11]",Romania,Dublin,1523.0,Hugh Inge,http://www.catholic-hierarchy.org/diocese/ddubl.html,1528.0
,Romania,Dublin,1529.0,John Allen,http://www.catholic-hierarchy.org/diocese/ddubl.html,1534.0
"In May 1533 he expressed approval of Henry VIII's marriage with Anne Boleyn in a sermon preached before the King. In 1541 he became dean of Hereford, and in 1555 Queen Mary nominated him to the Archbishopric of Dublin, and in the same year he was appointed Lord Chancellor of Ireland. He acted as  Lord Justice of Ireland  during the absence from Ireland of the Lord Deputy of Ireland, the Earl of Sussex, in 1557.On the accession of Elizabeth, Curwen at once accommodated himself to the new conditions by declaring himself a Protestant, and was continued in the office of Lord Chancellor. He was accused by the Archbishop of Armagh of serious moral delinquency, and his recall was demanded both by the Primate and Hugh Brady,   Bishop of Meath. In 1567 Curwen resigned the see of Dublin and the office of Lord Chancellor, and was appointed Bishop of Oxford, but died the following year.",Romania,Dublin,1555.0,Hugh Curwen,http://www.catholic-hierarchy.org/diocese/ddubl.html,1559.0
,Romania,Dublin,1600.0,Matteo de Oviedo,http://www.catholic-hierarchy.org/diocese/ddubl.html,1610.0
,Romania,Dublin,1611.0,Eugene Matthews,http://www.catholic-hierarchy.org/diocese/ddubl.html,1623.0
,Romania,Dublin,1623.0,Thomas Fleming,http://www.catholic-hierarchy.org/diocese/ddubl.html,1651.0
,Romania,Dublin,1669.0,Peter Talbot,http://www.catholic-hierarchy.org/diocese/ddubl.html,1680.0
,Romania,Dublin,1683.0,Patrick Russell,http://www.catholic-hierarchy.org/diocese/ddubl.html,1692.0
,Romania,Ardagh (and Clonmacnois),1323.0,Robert Wirsop,http://www.catholic-hierarchy.org/diocese/darda.html,1323.0
,Romania,Ardagh (and Clonmacnois),1343.0,Eoghan O’Farrell,http://www.catholic-hierarchy.org/diocese/darda.html,1367.0
,Romania,Ardagh (and Clonmacnois),1418.0,Cornelius (Conchobhar) O’Ferral (Ó Fearghail),http://www.catholic-hierarchy.org/diocese/darda.html,1423.0
,Romania,Ardagh (and Clonmacnois),1425.0,Richard O’Ferral,http://www.catholic-hierarchy.org/diocese/darda.html,
,Romania,Ardagh (and Clonmacnois),1462.0,Sean (Jean) O’Farrell,http://www.catholic-hierarchy.org/diocese/darda.html,1479.0
,Romania,Ardagh (and Clonmacnois),1467.0,Donatus O’Fergal,http://www.catholic-hierarchy.org/diocese/darda.html,1469.0
,Romania,Ardagh (and Clonmacnois),1472.0,John,http://www.catholic-hierarchy.org/diocese/darda.html,1480.0
,Romania,Ardagh (and Clonmacnois),1480.0,William O’Ferral,http://www.catholic-hierarchy.org/diocese/darda.html,1516.0
,Romania,Ardagh (and Clonmacnois),1517.0,Roger O’Moleyn,http://www.catholic-hierarchy.org/diocese/darda.html,1540.0
,Romania,Ardagh (and Clonmacnois),1541.0,Patrick MacMahon,http://www.catholic-hierarchy.org/diocese/darda.html,1575.0
,Romania,Ardagh (and Clonmacnois),1576.0,Richard McBrady,http://www.catholic-hierarchy.org/diocese/darda.html,1580.0
,Romania,Ardagh (and Clonmacnois),1581.0,Edmund MacGauran (Magauran),http://www.catholic-hierarchy.org/diocese/darda.html,1587.0
"Born in Roxbury, Massachusetts, Gaffney's family moved to Worcester when he was 11. He began playing baseball as a third baseman, but his promising career was ended when he injured his arm throwing a snowball in 1880, reportedly just before being promoted to the National League. He became a printer, and started umpiring college games involving nearby Ivy League teams in 1883.He joined the National League's umpiring staff in August 1884, with his first game being an 11-inning, 1-0 game between the two teams battling for first place, Providence and Boston. He quickly gained wide respect as a top officiator, and as the league's best judge of balls and strikes. In the middle of his third season, his knowledge of the game was so highly regarded that he was offered the managing position of the Washington Nationals, and he took over the team on August 21, 1886. The team, mired in last place, finished the last third of the season without improving its position; but Gaffney continued in the post for the entire 1887 campaign, with a slight improvement to 7th place. He finished his managing career with 61 wins against 101 losses. He was much-liked by the players, and while he was traveling during the 1887 world championship series, his players – including catcher Connie Mack and future umpiring great Hank O'Day – boarded his train during a Washington stopover and surprised him with the gift of a diamond ring in appreciation of his efforts.Into the 1880s, baseball had always been played with the use of a single umpire, but by late in the decade it was becoming apparent that this was an unsatisfactory arrangement for the most important games. The 1886 World's Championship Series had witnessed a two-game experiment in which each team selected an umpire – both positioned behind the catcher – with a third official, called a referee, positioned behind the pitcher and able to move about the bases. However, the referee was only permitted to make calls when the two umpires either disagreed or requested his decision; this system was deemed a failure by all observers. The following year, Gaffney was selected by the NL as one of the two umpires to work the 1887 series, along with Kick Kelly, who was regarded as the best umpire in the American Association from 1883-86 before managing that league's Louisville team in 1887. The two worked out a system whereby one umpire would work behind home plate, calling balls and strikes, while the other positioned himself in the field to make calls on the bases. This format was a decided success, and although it was not until almost 1910 that two umpires per game became standard, it formed the basis for the multiple umpire systems which followed. Gaffney later umpired in the 1888 and 1889 championship series, and again for three games in the 1892 NL championship series, for a total of 37 postseason games – a 19th-century record.After the 1887 series, Gaffney and Kelly both returned to umpiring, although they switched leagues in the process – Kelly moved to the NL for the 1888 season, while Gaffney switched to the American Association for 1888-89, where he received a salary of $2,500 plus road expenses, making him easily the best-paid umpire. In the American Association, Gaffney pioneered the practice of moving from behind the catcher to behind the pitcher when a batter reached first base, a crucial move in the days of solitary umpires. He made other innovations, including calling balls fair or foul depending on where they cleared the fence rather than where they landed, and creating a shirt in which extra baseballs could be stored. After each season, he reported omissions and inadequacies in the rules to the league, and many of his suggested revisions were enacted.",Romania,Ardagh (and Clonmacnois),1622.0,John Gaffney,http://www.catholic-hierarchy.org/diocese/darda.html,
,Romania,Ardagh (and Clonmacnois),1647.0,Patrick Plunkett,http://www.catholic-hierarchy.org/diocese/darda.html,1669.0
,Romania,Meath,1253.0,Geoffrey Cusack,http://www.catholic-hierarchy.org/diocese/dmeat.html,
,Romania,Meath,1283.0,Walter de Fulbourn,http://www.catholic-hierarchy.org/diocese/dmeat.html,1286.0
,Romania,Meath,1327.0,William de Paul,http://www.catholic-hierarchy.org/diocese/dmeat.html,1349.0
,Romania,Meath,1349.0,William Saint-Leger,http://www.catholic-hierarchy.org/diocese/dmeat.html,1352.0
,Romania,Meath,1353.0,Nicolas Allen,http://www.catholic-hierarchy.org/diocese/dmeat.html,1367.0
,Romania,Meath,1434.0,William Silk,http://www.catholic-hierarchy.org/diocese/dmeat.html,1450.0
,Romania,Meath,1450.0,Edmond Ouldhall,http://www.catholic-hierarchy.org/diocese/dmeat.html,1459.0
"He was the author of two books which were an important influence on the development of scholastic logic: Introductiones in Logicam (Introduction to Logic), and Syncategoremata. These are the first known works to deal in a systematic way with what is now called supposition theory, known in William's time as the logica moderna.William was probably born in Nottinghamshire, between 1200 and 1210. In common with many educated English men of that time, he may have studied at Oxford university or the University of Paris, or both. There are examples in his logical work which suggest he was a master at Paris. (For example, No man lectures at Paris unless he is a smart person and Whatever runs has feet, the Seine runs, ergo the Seine has feet).  Further evidence that he lectured in Paris is that those logicians who were influenced by his work also worked there, including Peter of Spain (c. 1245) and Lambert of Auxerre (c. 1250).He is thought to have become treasurer of Lincoln Cathedral some time in the 1250s. The treasurer was one of the four principal officers of the English cathedrals whose duty was to keep the treasures of the church – the gold and silver vessels, ornaments, relics, jewels, and altar cloths. He would have had a personal residence in the Cathedral close, would have employed a deputy and a large staff, and therefore could be absent as long as he performed those duties that could not be delegated.[1] He probably died there in or before 1272.[2]He is mentioned by Roger Bacon, who had also been a Master at Paris, as among ""the more famous wise men of Christendom"" one of whom named is Albertus Magnus, another of whom is master William of Sherwood, ""the treasurer of the church of Lincoln in England, who is much wiser than Albert"".[3]",Romania,Meath,1460.0,William Sherwood,http://www.catholic-hierarchy.org/diocese/dmeat.html,1482.0
,Romania,Meath,1483.0,John Payne,http://www.catholic-hierarchy.org/diocese/dmeat.html,1506.0
,Romania,Meath,1507.0,William Rockeby,http://www.catholic-hierarchy.org/diocese/dmeat.html,1512.0
"Inge was born at Shepton Mallet in Somerset. Not much seems to be known about his parents, except that they  destined him for a career in the Church from an early age.[3] He was educated at Winchester College and became a fellow of New College, Oxford in 1484 and a Doctor of Divinity in 1511. He held a number of minor benefices in England including the Church of St Mary the Virgin, Westonzoyland from 1508.[4] After travelling for a time around Europe, he became attached to the household of Adriano Castellesi, the Italian-born Bishop of Bath and Wells, and went with him to Rome in 1504. In about 1511 he came to the notice of Cardinal Wolsey, who recognised his gifts and advanced his career: he later admitted that he owed everything he achieved to Wolsey,  and  that ""without him I had no comfort in this world"".[5]In 1512, through Wolsey's influence, he was made Bishop of Meath. There  seems to have been a  later quarrel between the two men,  leading to a brief estrangement, since in 1514 Inge wrote to Wolsey imploring him not to ""cast him away"".[6] The quarrel was short-lived, and Inge followed the same career path as William Rokeby, whom he succeeded both as Archbishop of Dublin and Lord Chancellor of Ireland in 1521. He was a popular and respected figure in Ireland, and enjoyed the friendship of Gerald FitzGerald, 9th Earl of Kildare, the dominant statesman in Irish politics for many years.[7]Inge carried out extensive repairs to the episcopal palace of St. Sepulchre; his name is commemorated in Hugh Inge's door, which was restored in the eighteenth century;[8] a few fragments of the door were discovered during excavations some years ago, at present-day Kevin Street.  The door was described as having an unusual three-centred head.[9]The Archbishop was vigilant in protecting the rights and privileges of the See of Dublin, and in 1524 he complained to the Privy Council of Ireland that the city fathers of Dublin, headed by Nicholas Queytrot (or Coitrotte), who had lately held office as Lord Mayor of Dublin, had unlawfully occupied the Manor of St. Sepluchre (St. Sepulchre actually consisted of several adjoining manors, which covered most of present day Dublin city south of the River Liffey).  According to Inge, the manor was a ""liberty"" under the jurisdiction of the Archbishop (Queytrot was a prominent Dublin merchant and builder, who later served as the city auditor). The Council referred the matter to the three Chief Justices of the Courts of Common Law, who ruled that the disputed lands were indeed within the liberty of the Archbishop,  and that he and his successors were entitled to hold  it in perpetuity  without  let or hindrance by the Mayor of Dublin.[10] At the same time he was engaged in a lawsuit with the Dean and Chapter of the Diocese of Kildare as to his rights of Visitation in the Diocese if the office of Bishop of Kildare happened to be vacant: the outcome of this lawsuit is unknown[11]",Romania,Meath,1512.0,Hugh Inge,http://www.catholic-hierarchy.org/diocese/dmeat.html,1523.0
,Romania,Meath,1523.0,Richard Wilson,http://www.catholic-hierarchy.org/diocese/dmeat.html,1529.0
"Born probably about 1490, he is said to have been a native of Lincolnshire or Lancashire. He was educated first at Oxford and then at Cambridge, where he graduated B.A. in 1511, and M.A. in 1514.[1] In 1525 he was made canon of Cardinal College, Oxford, and on 9 March 1526 he supplicated for incorporation in Oxford University, and for the degrees B.D. and D.D. About the same time he was appointed chaplain to Henry VIII. On 7 March 1528 he was presented to the prebend of Wigginton in the collegiate church of Tamworth, but resigned it in the following July, and was appointed master of St. Bartholomew's Hospital, London. He resigned the latter post in July 1532 on being instituted to the vicarage of Thaxted, Essex.Meanwhile, in 1530, at Henry's request, Pope Clement VII provided Staples to the bishopric of Meath. In that capacity he took a prominent part in the government of Ireland, and in the strife between the various factions of the official class. In 1534 he was compelled to flee to England before the rebellion of Thomas Fitzgerald, 10th Earl of Kildare. He returned in the following year, when he and Archbishop George Browne became Henry VIII's principal instruments in introducing the Protestant Reformation into Ireland. His relations with Browne, however, were always hostile. Staples clung to the mass, though he was strongly for the Royal Supremacy, and it was partly owing to his advice that Henry assumed the title of King of Ireland. His quarrel with Browne became such a scandal that on 31 July 1537 Henry wrote to Browne threatening to remove him for his lightness of behaviour and pride, and to Staples censuring his neglect of his ecclesiastical duties.  Little effect seems to have been produced, and on one occasion in 1538, while preaching before Browne in Kilmainham church, Staples denounced him as a heretic. This sermon was examined by the Privy Council of Ireland, and both Staples and Browne complained to Thomas Cromwell, but the quarrel was patched up. In 1544, as a reward for his zeal, Staples was allowed to annex the archdeaconry of Kells though he lost the same benefice by 1547.After Edward VI's accession, Staples's Protestant opinions became more pronounced, On 7 April 1547 he was granted the parsonage of Ardbraccan, and soon after was made judge of faculties. About this time he married, and preached a strong sermon against the mass, which rendered him intensely unpopular in his diocese. In June 1552, in a discussion at St. Mary's Abbey, Dublin, he maintained the Protestant cause against George Dowdall, archbishop of Armagh.In August 1553 he took part in the proclamation of Queen Mary, but on 29 June 1554 he was deprived on account of his marriage. He remained in his diocese, destitute and disliked, and on 16 December 1558, after Elizabeth's accession, he wrote to William Cecil relating his woes and seeking preferment. He was not, however, restored to his see, and, as no subsequent mention of him occurs, he is believed to have died soon after.",Romania,Meath,1529.0,Edward Staples,http://www.catholic-hierarchy.org/diocese/dmeat.html,1554.0
,Romania,Meath,1554.0,William Walsh,http://www.catholic-hierarchy.org/diocese/dmeat.html,1564.0
"Born in Ireland, 1568; died at Galway, 1651. He sprang from an ancient Irish family at one time possessing considerable landed property in County Cavan and County Westmeath. In youth he acquired some proficiency in the Irish language, in which language he wrote some poems. Having determined to become a priest, he proceeded to Paris, where after ordination he spent the first years of his priesthood. During this time he became rector of the Irish College in Paris. Dease returned to Ireland in 1621, having been appointed Bishop of Meath. Thomas Messingham succeeded him as rector.[1]He was consecrated the following year. In spite of persecution and penal laws he continued loyal to England and preached loyalty to his flock. He regarded with disfavour the Confederation of Kilkenny, and resisted all the arguments and entreaties of the primate to join it. This conduct brought him toleration, if not favour, from the Government, though it made him unpopular with his Catholic fellow-countrymen. And it specially annoyed the nuncio, Giovanni Battista Rinuccini, who charged him with having sown the seeds of enmity between the Confederate generals Thomas Preston and Owen Roe O'Neill. The news of Dease's death was therefore received, in 1648, by the nuncio with little regret. But the news turned out false, and the nuncio writing to Rome reported that the bishop still lived ""to try the patience of the good"".[2]",Romania,Meath,1621.0,Thomas Dease,http://www.catholic-hierarchy.org/diocese/dmeat.html,1652.0
He was Bishop of Clonmacnoise from 1647 to 1657 when he was translated to Bishop of Meath where he remained until 1661.[2],Romania,Meath,1657.0,Anthony MacGeoghegan,http://www.catholic-hierarchy.org/diocese/dmeat.html,1664.0
,Romania,Meath,1669.0,Patrick Plunkett,http://www.catholic-hierarchy.org/diocese/dmeat.html,1679.0
,Romania,Meath,1679.0,James Cusack,http://www.catholic-hierarchy.org/diocese/dmeat.html,1688.0
,Romania,Meath,1689.0,Patrick Tyrrell (Tyrell),http://www.catholic-hierarchy.org/diocese/dmeat.html,1692.0
,Romania,Mayo,768.0,Hadwine,http://www.catholic-hierarchy.org/diocese/dm548.html,773.0
,Romania,Mayo,773.0,Leuferth,http://www.catholic-hierarchy.org/diocese/dm548.html,
,Romania,Mayo,786.0,Aldulf,http://www.catholic-hierarchy.org/diocese/dm548.html,
,Romania,Mayo,1439.0,Odo O’Higgins,http://www.catholic-hierarchy.org/diocese/dm548.html,1478.0
,Romania,Mayo,1457.0,Simon de Duren,http://www.catholic-hierarchy.org/diocese/dm548.html,1470.0
,Romania,Mayo,1493.0,John Bell,http://www.catholic-hierarchy.org/diocese/dm548.html,1541.0
,Romania,Mayo,1541.0,Eugene MacBrehon,http://www.catholic-hierarchy.org/diocese/dm548.html,1573.0
,Romania,Mayo,1574.0,Dermot O’Cleary,http://www.catholic-hierarchy.org/diocese/dm548.html,1575.0
,Romania,Mayo,1576.0,Bl. Patrick O’Healy,http://www.catholic-hierarchy.org/diocese/dm548.html,1579.0
,Romania,Mayo,1585.0,Adam Magauran,http://www.catholic-hierarchy.org/diocese/dm548.html,
,Romania,Clogher,1268.0,Michel McInssair,http://www.catholic-hierarchy.org/diocese/dclog.html,1277.0
